"configuration","problem","model","data_file","status","time","flatBoolVars","failures","propagations","run","nSolutions","eliminatedImplications","flatBoolConstraints","evaluatedReifiedConstraints","trailMem","intVariables","blockType","userDecisions","peakMem","backjumps","solutions","flatIntConstraints","objective","evaluatedHalfReifiedConstraints","objectiveBound","paths","extractedViews","method","baseMem","initTime","flatIntVars","variables","solveTime","nodes","restarts","peakDepth","flatTime","intVars","nogoods","randomSeed","oracleDecisions","unifiedVariables","boolVariables","propagators"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.3321752529591322","714","1182","545203","results_rect","1","34","272","612","0.02","","","","0.0","38","","742","","68","","0","","satisfy","0.0","0.015","81","8498","0.059","1236","0","15","0.105317","99","1182","-399906758","","","8397","1309"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","UNKNOWN","1200.3223571171984","232","","","results_rect","0","116","174","","","","","","","","","343","","232","","0","","satisfy","","","153","","","","","","0.105194","","","","","","",""
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_false.dzn","SATISFIED","223.03406092710793","19964","991053","45102047","results_rect","1","46","6394","13616","","115","complete","650223","","","","21545","","92","","0","21022","satisfy","","0.211312","7527","","221.530241","","14983","1062","0.750708","","","","533751","0","","511"
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_false.dzn","SATISFIED","12.625793496146798","31266","47567","2721760","results_rect","1","54","10044","21276","","139","complete","37652","","","","33385","","108","","0","32724","satisfy","","0.33154","11593","","10.556511","","925","1873","1.12747","","","","21073","0","","649"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp26_false.dzn","UNKNOWN","1200.517115894705","25175","4447354","149374733","results_rect","0","50","8075","17150","","127","complete","4453010","","","","27015","","100","","0","26425","satisfy","","0.263082","9408","","1198.793737","","0","16","0.940487","","","","0","0","","578"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","UNKNOWN","1200.6986110452563","29781","4334792","162052781","results_rect","0","54","9585","20250","","135","complete","4344588","","","","31769","","108","","0","31131","satisfy","","0.313809","11022","","1198.558321","","0","19","1.12403","","","","0","0","","626"
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_false.dzn","SATISFIED","0.8060987452045083","8000","1606","176506","results_rect","1","32","2520","5152","","73","complete","1305","","","","8829","","544","","0","8032","satisfy","","0.086374","2959","","0.136238","","86","2939","0.3405","","","","3489","0","","782"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_false.dzn","UNKNOWN","1200.6593851335347","32670","3952253","538007250","results_rect","0","54","10395","21276","","139","complete","3954682","","","","34788","","1512","","0","32724","satisfy","","0.353401","11593","","1198.450063","","0","16","1.19474","","","","0","0","","2052"
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_false.dzn","SATISFIED","0.8569793328642845","7520","1606","69152","results_rect","1","32","2400","5152","","73","complete","1305","","","","8350","","64","","0","8032","satisfy","","0.08358","2959","","0.143824","","86","2381","0.332036","","","","2931","0","","306"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_false.dzn","UNKNOWN","1200.8270555594936","35168","4321840","172260358","results_rect","0","56","11312","23912","","145","complete","4329727","","","","37440","","112","","0","36736","satisfy","","0.374023","12975","","1198.38172","","0","18","1.24481","","","","0","0","","692"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","UNKNOWN","1200.743278133683","36453","4258418","169557066","results_rect","0","58","11745","24766","","147","complete","4266622","","","","38729","","116","","0","38019","satisfy","","0.390389","13406","","1198.304309","","0","18","1.30234","","","","0","0","","698"
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","SATISFIED","1.7277444545179605","13820","3790","182826","results_rect","1","40","4420","9440","","97","complete","2443","","","","15053","","80","","0","14620","satisfy","","0.146549","5283","","0.501514","","27","4420","0.576067","","","","10300","0","","421"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","UNKNOWN","1200.4602880105376","20856","4894995","163067493","results_rect","0","48","6696","14208","","117","complete","4898956","","","","22441","","96","","0","21912","satisfy","","0.220506","7827","","1199.021358","","0","19","0.757046","","","","0","0","","517"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","SATISFIED","4.338091773912311","11780","24734","1026648","results_rect","1","38","3762","8056","","91","complete","24809","","","","12901","","76","","0","12502","satisfy","","0.124059","4543","","3.362221","","0","20","0.465064","","","","0","0","","387"
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","SATISFIED","1.5857178047299385","13820","3898","192002","results_rect","1","40","4420","9440","","97","complete","2444","","","","15053","","80","","0","14620","satisfy","","0.142513","5283","","0.497949","","27","4420","0.599649","","","","10561","0","","421"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_true.dzn","SATISFIED","758.6130811609328","18837","3361582","110763050","results_rect","1","46","6049","12834","","111","complete","3365785","","","","20305","","92","","0","19803","satisfy","","0.195454","7086","","757.215045","","0","22","0.686777","","","","0","0","","490"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","UNKNOWN","1200.5994413122535","26208","4507494","152366393","results_rect","0","52","8424","17836","","129","complete","4513527","","","","28052","","104","","0","27456","satisfy","","0.275478","9755","","1198.723225","","0","16","1.00133","","","","0","0","","584"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","UNKNOWN","1200.5165663268417","20856","4749364","158501019","results_rect","0","48","6696","14208","","117","complete","4753057","","","","22441","","96","","0","21912","satisfy","","0.214739","7827","","1199.031759","","0","19","0.749366","","","","0","0","","517"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","1.5816237330436707","792","20168","7626606","results_rect","1","36","297","684","0.04","","","","0.0","727","","824","","72","","0","","satisfy","0.0","0.018","91","10916","1.31","20914","0","19","0.108391","110","20168","-941250214","","","10804","1463"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","ALL_SOLUTIONS","0.3242010436952114","128","1314","83708","results_rect","1","64","96","","","","","","","","","187","0","128","0","0","","satisfy","","","75","","0.087348","","","","0.088707","","","","","","155",""
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","SATISFIED","3.446164008229971","8636","24672","903524","results_rect","1","34","2754","5916","","79","complete","24728","","","","9555","","68","","0","9214","satisfy","","0.09475","3383","","2.659785","","0","18","0.362847","","","","0","0","","329"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","UNKNOWN","1200.674765529111","21960","4972779","575795400","results_rect","0","48","6972","14208","","117","complete","4976783","","","","23544","","1200","","0","21912","satisfy","","0.242424","7827","","1198.942028","","0","19","0.815268","","","","0","0","","1620"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","UNKNOWN","1200.3969286391512","200","","","results_rect","0","100","150","","","","","","","","","297","","200","","0","","satisfy","","","133","","","","","","0.111616","","","","","","",""
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","SATISFIED","1.4316138783469796","11780","3446","161496","results_rect","1","38","3762","8056","","91","complete","2606","","","","12901","","76","","0","12502","satisfy","","0.124243","4543","","0.468845","","27","62","0.465475","","","","1104","0","","387"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","ALL_SOLUTIONS","1.9773091720417142","152","31980","2211294","results_rect","1","76","114","","","","","","","","","225","0","152","0","0","","satisfy","","","97","","1.74074","","","","0.095609","","","","","","250",""
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","UNKNOWN","1200.5630679214373","25175","4748696","158481476","results_rect","0","50","8075","17150","","127","complete","4754777","","","","27015","","100","","0","26425","satisfy","","0.264333","9408","","1198.808501","","0","16","0.926976","","","","0","0","","578"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","SATISFIED","3.490349067375064","8636","24672","903524","results_rect","1","34","2754","5916","","79","complete","24728","","","","9555","","68","","0","9214","satisfy","","0.093684","3383","","2.707951","","0","18","0.362137","","","","0","0","","329"
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","1.5702239545062184","14580","3784","561842","results_rect","1","40","4610","9440","","97","complete","2444","","","","15812","","840","","0","14620","satisfy","","0.151842","5283","","0.488277","","27","5180","0.561836","","","","12082","0","","1179"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_true.dzn","SATISFIED","23.242233618162572","14532","141714","5460576","results_rect","1","42","4662","9912","","99","complete","141978","","","","15769","","84","","0","15330","satisfy","","0.149471","5523","","22.103939","","0","22","0.571304","","","","0","0","","427"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_false.dzn","UNKNOWN","1200.5137481559068","22896","4702347","156553386","results_rect","0","48","7344","15600","","121","complete","4706057","","","","24610","","96","","0","24048","satisfy","","0.242598","8575","","1198.866901","","0","16","0.88685","","","","0","0","","550"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.7220979630947113","6165","1184","53206","results_rect","1","30","1965","4230","","67","complete","1197","","","","6903","","60","","0","6615","satisfy","","0.068612","2458","","0.110475","","0","1948","0.285892","","","","1935","0","","276"
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_true.dzn","SATISFIED","1.5806369557976723","14532","3845","190634","results_rect","1","42","4662","9912","","99","complete","2444","","","","15769","","84","","0","15330","satisfy","","0.150993","5523","","0.519785","","27","4661","0.562516","","","","11047","0","","427"
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_true.dzn","SATISFIED","7.6769823441281915","18837","39757","1981438","results_rect","1","46","6049","12834","","111","complete","33471","","","","20305","","92","","0","19803","satisfy","","0.190371","7086","","6.291454","","1291","82","0.70529","","","","16170","0","","490"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","UNKNOWN","1200.215314220637","216","29940474","619870114","results_rect","0","108","162","","","","","","","","0","319","","216","","0","","satisfy","","0.003702","141","359","1199.9","59881111","0","71","0.095991","","","","","","","483"
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","SATISFIED","200.49023852776736","38077","881946","149975598","results_rect","1","58","12151","24766","","147","complete","609030","","","","40352","","1740","","0","38019","satisfy","","0.387698","13406","","198.025386","","17165","2098","1.34632","","","","461281","0","","2321"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_false.dzn","UNKNOWN","1200.7995970947668","35168","4364561","173038366","results_rect","0","56","11312","23912","","145","complete","4372538","","","","37440","","112","","0","36736","satisfy","","0.371303","12975","","1198.365294","","0","18","1.26094","","","","0","0","","692"
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_true.dzn","SATISFIED","1.620191059075296","14532","3899","193209","results_rect","1","42","4662","9912","","99","complete","2444","","","","15769","","84","","0","15330","satisfy","","0.149655","5523","","0.503708","","27","4661","0.589531","","","","11104","0","","427"
