"configuration","problem","model","data_file","status","time","flatTime","nSolutions","nogoods","extractedViews","propagations","boolVariables","evaluatedHalfReifiedConstraints","oracleDecisions","userDecisions","run","flatBoolConstraints","nodes","intVars","failures","intVariables","unifiedVariables","evaluatedReifiedConstraints","flatIntConstraints","paths","baseMem","backjumps","peakDepth","restarts","flatIntVars","solutions","variables","method","randomSeed","initTime","trailMem","flatBoolVars","eliminatedImplications","propagators","blockType","peakMem","objective","solveTime","objectiveBound"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","22.800693534314632","0.545042","1","","14620","5432923","","80","0","141840","results_rect","4420","","","141576","97","0","9440","15053","0","","","21","0","5283","","","satisfy","","0.147137","","13820","40","421","complete","","","21.722117",""
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp23_false.dzn","SATISFIED","3.891892595216632","0.651957","1","","18964","972228","","88","23347","9923","results_rect","5764","","","17888","109","0","12276","19460","0","","","5769","457","6803","","","satisfy","","0.176111","","17996","44","484","complete","","","2.656241",""
"Huub_vsids_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","0.956333233974874","0.452766","1","","11016","124386","","684","4665","0","results_rect","3465","","","505","85","0","7092","12001","0","","","3996","1","4015","","","satisfy","","0.116523","","10980","36","971","complete","","","0.079374",""
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","SATISFIED","6.69855888094753","1.11471","1","","31131","4047117","","1512","12382","15311","results_rect","9936","","","21751","135","0","20250","33172","0","","","2631","155","11022","","","satisfy","","0.328998","","31185","54","2029","complete","","","4.654084",""
"Huub_free_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_true.dzn","SATISFIED","1.4593757707625628","0.508424","1","","13140","155666","","80","1143","2606","results_rect","3980","","","3477","93","0","8480","13545","0","","","60","27","4759","","","satisfy","","0.131686","","12420","40","393","complete","","","0.502931",""
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","3.507196145132184","0.375446","1","","9738","907862","","72","0","24749","results_rect","2934","","","24680","81","0","6264","10085","0","","","19","0","3561","","","satisfy","","0.099973","","9162","36","335","complete","","","2.737967",""
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_false.dzn","UNKNOWN","1200.8210754580796","1.3285","0","","39904","174960248","","116","0","4188041","results_rect","12296","","","4184562","151","0","25984","40639","0","","","18","0","14077","","","satisfy","","0.395904","","38222","58","723","complete","","","1198.273817",""
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_false.dzn","UNKNOWN","1200.3245899323374","0.103655","0","","","","","192","","","results_rect","144","","","","","","","285","0","","","","","127","","","satisfy","","","","192","96","","","","","",""
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_false.dzn","UNKNOWN","1200.8218989931047","1.4003","0","","39904","176557451","","116","0","4217848","results_rect","12296","","","4214334","151","0","25984","40639","0","","","18","0","14077","","","satisfy","","0.398469","","38222","58","723","complete","","","1198.196892",""
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_false.dzn","SATISFIED","6.653391766361892","1.21687","1","","32724","3416484","","1512","7842","14601","results_rect","10395","","","19403","139","0","21276","34788","0","","","1873","85","11593","","","satisfy","","0.342507","","32670","54","2052","complete","","","4.363467",""
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","UNKNOWN","1200.4545291606337","0.751611","0","","21912","163598342","","96","0","4913231","results_rect","6696","","","4909267","117","0","14208","22441","0","","","19","0","7827","","","satisfy","","0.215007","","20856","48","517","complete","","","1199.029435",""
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_false.dzn","UNKNOWN","1200.3132089124992","0.09798","0","","","","","216","","","results_rect","162","","","","","","","321","0","","","","","145","","","satisfy","","","","216","108","","","","","",""
"Huub_vsids_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_true.dzn","SATISFIED","2.2787621058523655","0.791729","1","","25025","279736","","100","19137","0","results_rect","7675","","","3289","123","0","16250","25593","0","","","7706","2","8904","","","satisfy","","0.234206","","23875","50","556","complete","","","0.795359",""
"Huub_vsids_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.8943050894886255","0.363928","1","","8517","55652","","68","3754","0","results_rect","2567","","","867","75","0","5474","8841","0","","","2588","6","3124","","","satisfy","","0.087176","","8007","34","312","complete","","","0.10263",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.3321752529591322","0.105317","1","1182","","545203","8397","68","","","results_rect","272","1236","99","1182","","","612","742","0","0.0","38","15","0","81","","8498","satisfy","-399906758","0.015","0.02","714","34","1309","","0.0","","0.059",""
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","UNKNOWN","1200.3223571171984","0.105194","0","","","","","232","","","results_rect","174","","","","","","","343","0","","","","","153","","","satisfy","","","","232","116","","","","","",""
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_false.dzn","SATISFIED","221.9842127142474","0.743451","1","","21022","45102047","","92","533751","650223","results_rect","6394","","","991053","115","0","13616","21545","0","","","1062","14983","7527","","","satisfy","","0.204104","","19964","46","511","complete","","","220.594677",""
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_false.dzn","SATISFIED","29.887828294187784","1.08123","1","","32724","7337801","","108","78147","90775","results_rect","10044","","","121311","139","0","21276","33385","0","","","1873","3937","11593","","","satisfy","","0.322692","","31266","54","649","complete","","","27.904096",""
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp26_false.dzn","UNKNOWN","1200.5996855255216","0.979726","0","","26425","152294906","","100","0","4562340","results_rect","8075","","","4556560","127","0","17150","27015","0","","","16","0","9408","","","satisfy","","0.264298","","25175","50","578","complete","","","1198.753828",""
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","UNKNOWN","1200.7613115841523","1.22458","0","","31131","157096114","","108","0","4220221","results_rect","9585","","","4210740","135","0","20250","31769","0","","","19","0","11022","","","satisfy","","0.318856","","29781","54","626","complete","","","1198.454095",""
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_false.dzn","SATISFIED","0.814521218650043","0.343331","1","","8032","176506","","544","3489","1305","results_rect","2520","","","1606","73","0","5152","8829","0","","","2939","86","2959","","","satisfy","","0.086686","","8000","32","782","complete","","","0.135744",""
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_false.dzn","UNKNOWN","1200.678989871405","1.283","0","","32724","537678906","","1512","0","3952438","results_rect","10395","","","3950015","139","0","21276","34788","0","","","16","0","11593","","","satisfy","","0.34588","","32670","54","2052","complete","","","1198.368497",""
"Huub_vsids_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","SATISFIED","1.4151563793420792","0.348395","1","","9214","318175","","68","7843","0","results_rect","2754","","","4595","79","0","5916","9555","0","","","2758","15","3383","","","satisfy","","0.08719","","8636","34","329","complete","","","0.726238",""
"Huub_vsids_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_true.dzn","SATISFIED","1.2903011972084641","0.441904","1","","11609","104041","","76","8679","0","results_rect","3515","","","1472","87","0","7486","11989","0","","","3529","1","4216","","","satisfy","","0.116409","","10963","38","368","complete","","","0.345878",""
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_false.dzn","UNKNOWN","1200.6915955105796","1.24873","0","","36736","172778902","","112","0","4365311","results_rect","11312","","","4357341","145","0","23912","37440","0","","","18","0","12975","","","satisfy","","0.374507","","35168","56","692","complete","","","1198.373404",""
"Huub_vsids_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","SATISFIED","2.3293688260018826","1.17852","1","","33908","63319","","112","18667","0","results_rect","10444","","","209","141","0","22064","34575","0","","","10608","2","11991","","","satisfy","","0.343849","","32452","56","655","complete","","","0.178124",""
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","SATISFIED","1.660267581231892","0.579989","1","","14620","182826","","80","10300","2443","results_rect","4420","","","3790","97","0","9440","15053","0","","","4420","27","5283","","","satisfy","","0.14669","","13820","40","421","complete","","","0.585051",""
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","UNKNOWN","1200.5458209039643","0.750708","0","","21912","159119833","","96","0","4774252","results_rect","6696","","","4770486","117","0","14208","22441","0","","","19","0","7827","","","satisfy","","0.220173","","20856","48","517","complete","","","1199.026512",""
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","SATISFIED","4.393614904023707","0.496544","1","","12502","1026648","","76","0","24809","results_rect","3762","","","24734","91","0","8056","12901","0","","","20","0","4543","","","satisfy","","0.127844","","11780","38","387","complete","","","3.433296",""
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","SATISFIED","1.503059591166675","0.534781","1","","14620","192002","","80","10561","2444","results_rect","4420","","","3898","97","0","9440","15053","0","","","4420","27","5283","","","satisfy","","0.14356","","13820","40","421","complete","","","0.497127",""
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_true.dzn","SATISFIED","754.8876813407987","0.738249","1","","19803","111334222","","92","0","3366182","results_rect","6049","","","3361952","111","0","12834","20305","0","","","23","0","7086","","","satisfy","","0.190979","","18837","46","490","complete","","","753.506539",""
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","UNKNOWN","1200.6762815797701","1.04998","0","","27456","148834372","","104","0","4428583","results_rect","8424","","","4422673","129","0","17836","28052","0","","","16","0","9755","","","satisfy","","0.274777","","26208","52","584","complete","","","1198.671831",""
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","UNKNOWN","1200.6218474740162","0.765472","0","","21912","159089102","","96","0","4773502","results_rect","6696","","","4769729","117","0","14208","22441","0","","","19","0","7827","","","satisfy","","0.213143","","20856","48","517","complete","","","1199.017733",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","1.5816237330436707","0.108391","1","20168","","7626606","10804","72","","","results_rect","297","20914","110","20168","","","684","824","0","0.0","727","19","0","91","","10916","satisfy","-941250214","0.018","0.04","792","36","1463","","0.0","","1.31",""
"Huub_vsids_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_false.dzn","SATISFIED","2.344348638318479","1.05438","1","","30004","99374","","104","16766","0","results_rect","9204","","","532","133","0","19500","30636","0","","","9344","8","10643","","","satisfy","","0.304082","","28652","52","620","complete","","","0.245512",""
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","ALL_SOLUTIONS","0.3242010436952114","0.088707","1","","","83708","155","128","","","results_rect","96","","","1314","","","","187","0","","","","","75","","","satisfy","","","","128","64","","","","0","0.087348","0"
"Huub_vsids_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","SATISFIED","1.3747610738500953","0.455649","1","","12502","207590","","76","10679","0","results_rect","3762","","","2861","91","0","8056","12901","0","","","3797","6","4543","","","satisfy","","0.123987","","11780","38","387","complete","","","0.493778",""
